S K T
Phone No: 9150366098


Cash and Bank Statement
Dated: 2023-04-01-2024-03-31


Date,Type,Txn No,Party,Invoice numbers,Mode,Paid,Received,Balance
2023-09-12,Payment-out,466,"SUMEET TEXILES , KARUR",520,Online,8316.0,0,-
2023-09-12,Payment-in,1112,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001468, SKT001467, SKT001463",Online,0,14800.0,-
2023-09-12,Payment-out,465,"RAMDEV TRADING COMPANY , AHMEDABAD",493,Online,3465.0,0,-
2023-09-12,Payment-out,464,"RAMDEV TRADING COMPANY , AHMEDABAD",493,Online,7560.0,0,-
2023-09-12,Add Money,138,"","",Bank,0,50000.0,-
2023-09-12,Reduce Money,129,"","",Cash,50000.0,0,-
2023-09-12,Payment-out,463,"RAMDEV TRADING COMPANY , AHMEDABAD","493, 488, 478",Cash,37200.0,0,-
2023-09-11,Expense,1764,"","",Bank,15.0,0,-
2023-09-11,Payment-out,462,VAISHNAVI ENTERPRISES,524,Online,14860.0,0,-
2023-09-11,Reduce Money,128,"","",Bank,43000.0,0,-
2023-09-11,Add Money,137,"","",Cash,0,43000.0,-
2023-09-11,Reduce Money,127,"","",Cash,43000.0,0,-
2023-09-11,Add Money,136,"","",Cash,0,43000.0,-
2023-09-11,Expense,1763,"","",Cash,500.0,0,-
2023-09-11,Expense,1762,"","",Bank,610.0,0,-
2023-09-11,Expense,1761,"","",Bank,15000.0,0,-
2023-09-11,Expense,1760,"","",Cash,100.0,0,-
2023-09-09,Payment-in,1111,"SHREE RAJAGANAPATHY TEXTILES , Madurai",SKT001603,Cheque,0,16880.0,-
2023-09-08,Expense,1759,"","",Bank,3370.0,0,-
2023-09-08,Expense,1758,"","",Bank,690.0,0,-
2023-09-08,Add Money,135,"","",Bank,0,43000.0,-
2023-09-08,Reduce Money,126,"","",Cash,43000.0,0,-
2023-09-08,Expense,1756,"","",Cash,4000.0,0,-
2023-09-08,Expense,1755,"","",Cash,30.0,0,-
2023-09-08,Expense,1754,"","",Cash,140.0,0,-
2023-09-08,Payment-in,1110,"RR GIFTS ,  CUDDALORE","SKT001293, SKT001244",Cash,0,13200.0,-
2023-09-07,Payment-in,1109,"SHREE MAHAVEER STORE , TIRUKOVILUR","SKT001442, SKT001418",Cash,0,14821.0,-
2023-09-07,Payment-in,1108,"JAGDAMBA FANCY STORE , THOLUDUR","",Cash,0,13300.0,-
2023-09-07,Payment-in,1107,"SUNDHA FANCY STORE , THURAIYUR","SKT001575, SKT001507",Cash,0,15000.0,-
2023-09-06,Expense,1757,"","",Cash,140.0,0,-
2023-09-06,Expense,1753,"","",Cash,160.0,0,-
2023-09-06,Expense,1752,"","",Cash,310.0,0,-
2023-09-06,Payment-in,1106,"AJ TEXTILES , Villupram","",Cash,0,10000.0,-
2023-09-06,Payment-in,1105,"AMBIKA FANCY STORE, Chidambaram",SKT001458,Cash,0,7000.0,-
2023-09-06,Payment-in,1104,"PREM BANGLES , PANRUTI","",Cash,0,17000.0,-
2023-09-06,Payment-in,1103,"NEW BALU VALAYAL MANDI ,  MAYILADUTHURAI","SKT001574, SKT001543",Cash,0,8300.0,-
2023-09-06,Payment-in,1102,"RAJASTHAN TRADING , MAYAVARAM, MAYILADUTHURAI",SKT001452,Cash,0,5000.0,-
2023-09-06,Payment-in,1101,"SRI MAHADEV BANGLE STORE , VIRUDACHALAM","SKT002146, SKT002043",Cash,0,5000.0,-
2023-09-06,Payment-in,1100,RAJARAM BANGLES. JAYANKONDAM,"",Cash,0,30000.0,-
2023-09-06,Payment-in,1099,"SANJAY FANCY STORE , Nagapattinam","SKT001586, SKT001563",Cash,0,30000.0,-
2023-09-05,Expense,1751,"","",Cash,60.0,0,-
2023-09-05,Payment-in,1098,"SHIVA SHAKTI BANGLES , TINDIVANAM","SKT001562, SKT001053",Cash,0,15000.0,-
2023-09-05,Payment-in,1097,"37 CREATIONS, Chennai","",Cheque,0,3850.0,-
2023-09-05,Payment-in,1096,BISMI CUT PIECE. Thiruvannamalai,SKT001366,Cash,0,10000.0,-
2023-09-05,Payment-in,1095,"SANTHOSH PLASTICS , TINDIVANAM","",Cash,0,11000.0,-
2023-09-05,Payment-in,1094,"BALAJI NOVELTY , Tindivanaam",SKT001316,Cash,0,15000.0,-
2023-09-05,Payment-in,1093,"BISMI CUT PIECE, THANJAUR","SKT001526, SKT001407",Cash,0,20000.0,-
2023-09-05,Payment-in,1092,"SREE LAKSHMI FANCY  , ARANTHANGI",SKT001341,Cash,0,6000.0,-
2023-09-05,Payment-in,1091,"KAVERI BANGLES STORE , THIRUVANNAMALAI","",Cash,0,11000.0,-
2023-09-05,Payment-in,1090,"RANUJA FANCY STORE , MANNARGUDI",SKT001496,Cash,0,5100.0,-
2023-09-05,Payment-in,1089,"JAI BHAVANI , Thiruthuraipoondi","SKT001540, SKT001434",Cash,0,10000.0,-
2023-09-04,Expense,1750,"","",Cash,140.0,0,-
2023-09-04,Expense,1749,"","",Cash,100.0,0,-
2023-09-04,Expense,1748,"","",Cash,220.0,0,-
2023-09-04,Payment-in,1088,"Sree LAKSHMI FANCY ,  Pattukottai",SKT00979,Cash,0,2000.0,-
2023-09-04,Payment-in,1087,"BISMI CUT PIECE, PATTUKOTTAI","SKT001420, SKT001406",Cash,0,20000.0,-
2023-09-04,Payment-in,1086,"RAMDEV , Ulundurpet",SKT001556,Cash,0,10600.0,-
2023-09-04,Payment-in,1085,"RAJA CUT PIECE , KALLAKURICHI",SKT001412,Cash,0,3500.0,-
2023-09-04,Payment-in,1084,"RAJA CUT PIECE , KALLAKURICHI","SKT001412, SKT001381",Cheque,0,5000.0,-
2023-09-04,Payment-in,1083,"SREE RAJENDRA TRADING COMPANY , Trichy",SKT001065,Cash,0,1700.0,-
2023-09-04,Payment-in,1082,"SHUNDA TRADERS , Salem","SKT001338, SKT001262, SKT001228",Cash,0,25000.0,-
2023-09-02,Expense,1747,"","",Bank,2582.0,0,-
2023-09-02,Payment-out,461,"K.L.M TEXTILES , Erode",452,Cash,1285.0,0,-
2023-09-02,Expense,1746,"","",Cash,220.0,0,-
2023-09-02,Payment-in,1081,"LABDHEE ENTERPRISES , Chennai",SKT001541,Cash,0,1950.0,-
2023-09-02,Expense,1745,"","",Cash,500.0,0,-
2023-09-02,Expense,1744,"","",Cash,12000.0,0,-
2023-09-02,Expense,1743,"","",Cash,60.0,0,-
2023-09-02,Expense,1742,"","",Bank,80.0,0,-
2023-09-02,Expense,1741,"","",Cash,60.0,0,-
2023-09-02,Expense,1740,"","",Cash,270.0,0,-
2023-09-02,Expense,1739,"","",Cash,15000.0,0,-
2023-09-02,Expense,1738,"","",Bank,300.0,0,-
2023-09-02,Payment-in,1080,"MAHALAXMI GENERAL STORE , WEST TAMBARAM","SKT001478, SKT001364",Cash,0,10000.0,-
2023-09-02,Payment-in,1079,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM","SKT001596, SKT001561",Online,0,20000.0,-
2023-09-01,Add Money,134,"","",Cash,0,900.0,-
2023-09-01,Reduce Money,125,"","",Bank,900.0,0,-
2023-09-01,Expense,1737,"","",Cash,40.0,0,-
2023-09-01,Expense,1736,"","",Bank,760.0,0,-
2023-09-01,Expense,1735,"","",Cash,550.0,0,-
2023-09-01,Expense,1734,"","",Cash,480.0,0,-
2023-09-01,Expense,1733,"","",Cash,60.0,0,-
2023-08-31,Expense,1732,"","",Cash,30.0,0,-
2023-08-31,Expense,1731,"","",Cash,500.0,0,-
2023-08-31,Expense,1730,"","",Cash,140.0,0,-
2023-08-31,Expense,1729,"","",Cash,400.0,0,-
2023-08-31,Payment-out,460,"R S TEXTILES , AMBEDKAR NAGAR U.P","472, 460, 442",Online,25400.0,0,-
2023-08-30,Expense,1728,"","",Bank,20.0,0,-
2023-08-30,Payment-out,459,"JAIPUR TEXTILES , JAIPUR,",494,Online,25830.0,0,-
2023-08-30,Payment-out,458,UKESH LOAN BOI,"",Online,20000.0,0,-
2023-08-30,Expense,1727,"","",Cash,480.0,0,-
2023-08-30,Expense,1726,"","",Cash,60.0,0,-
2023-08-30,Expense,1725,"","",Cash,150.0,0,-
2023-08-30,Expense,1724,"","",Cash,550.0,0,-
2023-08-30,Expense,1723,"","",Cash,30.0,0,-
2023-08-30,Expense,1722,"","",Cash,300.0,0,-
2023-08-30,Add Money,133,"","",Bank,0,50000.0,-
2023-08-30,Reduce Money,124,"","",Cash,50000.0,0,-
2023-08-30,Payment-out,457,"JAIPUR TEXTILES , JAIPUR,","494, 491",Online,23600.0,0,-
2023-08-30,Payment-in,1077,"37 CREATIONS, Chennai",SKT001560,Online,0,3850.0,-
2023-08-29,Payment-in,1076,"MK DECORS , Chennai","SKT001566, SKT001523",Online,0,8367.0,-
2023-08-29,Expense,1721,"","",Cash,1500.0,0,-
2023-08-29,Expense,1720,"","",Cash,60.0,0,-
2023-08-29,Payment-in,1075,"JAGDISH AGENCY , Chennai","SKT001601, SKT001546",Cash,0,2855.0,-
2023-08-29,Payment-in,1074,"PATEL IMPEX , Chennai",SKT001600,Cash,0,2150.0,-
2023-08-28,Reduce Money,123,"","",Bank,24150.0,0,-
2023-08-28,Add Money,132,"","",Cash,0,24150.0,-
2023-08-28,Expense,1719,"","",Cash,20.0,0,-
2023-08-28,Expense,1718,"","",Cash,350.0,0,-
2023-08-28,Payment-in,1073,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM","SKT001561, SKT001505",Online,0,10000.0,-
2023-08-26,Add Money,131,"","",Cash,0,1690.0,-
2023-08-26,Reduce Money,122,"","",Bank,1690.0,0,-
2023-08-26,Expense,1717,"","",Cash,40.0,0,-
2023-08-26,Expense,1716,"","",Cash,60.0,0,-
2023-08-26,Expense,1715,"","",Cash,80.0,0,-
2023-08-25,Reduce Money,121,"","",Cash,21400.0,0,-
2023-08-25,Add Money,130,"","",Online,0,21400.0,-
2023-08-25,Add Money,129,"","",Online,0,2750.0,-
2023-08-25,Reduce Money,120,"","",Cash,2750.0,0,-
2023-08-24,Expense,1713,"","",Cash,260.0,0,-
2023-08-23,Expense,1714,"","",Cash,220.0,0,-
2023-08-23,Payment-in,1072,"SHA HANJARIMAL DEVICHAND , Perambalur",SKT001463,Online,0,13000.0,-
2023-08-23,Payment-in,1071,"37 CREATIONS, Chennai",SKT001533,Online,0,3850.0,-
2023-08-23,Payment-out,456,VAISHNAVI ENTERPRISES,515,Online,13109.0,0,-
2023-08-23,Expense,1712,"","",Cash,140.0,0,-
2023-08-23,Expense,1711,"","",Cash,420.0,0,-
2023-08-22,Payment-out,455,"EKTA FABRICS(KRISHNA) , AHMEDABAD","487, 464",Online,19560.0,0,-
2023-08-22,Payment-out,454,"EKTA FABRICS(KRISHNA) , AHMEDABAD",464,Online,10527.0,0,-
2023-08-22,Expense,1710,"","",Cash,300.0,0,-
2023-08-22,Expense,1709,"","",Cash,6320.0,0,-
2023-08-22,Expense,1708,"","",Cash,40.0,0,-
2023-08-22,Expense,1707,"","",Cash,140.0,0,-
2023-08-21,Expense,1706,"","",Cash,280.0,0,-
2023-08-21,Expense,1705,"","",Cash,30.0,0,-
2023-08-21,Expense,1704,"","",Cash,40.0,0,-
2023-08-21,Expense,1703,"","",Cash,260.0,0,-
2023-08-21,Expense,1702,"","",Cash,260.0,0,-
2023-08-21,Expense,1701,"","",Bank,1000.0,0,-
2023-08-21,Expense,1700,"","",Bank,30.0,0,-
2023-08-19,Expense,1699,"","",Cash,70.0,0,-
2023-08-19,Payment-in,1070,"LABDHEE ENTERPRISES , Chennai","SKT001541, SKT001528",Cash,0,4170.0,-
2023-08-19,Expense,1698,"","",Cash,20.0,0,-
2023-08-19,Expense,1697,"","",Cash,220.0,0,-
2023-08-19,Expense,1696,"","",Cash,140.0,0,-
2023-08-19,Expense,1695,"","",Cash,1150.0,0,-
2023-08-18,Expense,1694,"","",Cash,30.0,0,-
2023-08-18,Expense,1693,"","",Cash,140.0,0,-
2023-08-18,Expense,1692,"","",Cash,100.0,0,-
2023-08-18,Expense,1691,"","",Cash,50.0,0,-
2023-08-17,Expense,1690,"","",Cash,70.0,0,-
2023-08-17,Expense,1689,"","",Cash,60.0,0,-
2023-08-17,Expense,1688,"","",Cash,220.0,0,-
2023-08-17,Add Money,128,"","",Cash,0,21700.0,-
2023-08-17,Reduce Money,119,"","",Bank,21700.0,0,-
2023-08-17,Payment-in,1069,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM","SKT001505, SKT001449",Online,0,9510.0,-
2023-08-17,Payment-in,1068,"37 CREATIONS, Chennai",SKT001527,Online,0,1540.0,-
2023-08-16,Expense,1687,"","",Cash,140.0,0,-
2023-08-16,Payment-in,1067,"RAJA CUT PIECE , KALLAKURICHI",SKT001381,Online,0,5000.0,-
2023-08-16,Expense,1686,"","",Cash,30.0,0,-
2023-08-16,Expense,1685,"","",Cash,220.0,0,-
2023-08-16,Expense,1684,"","",Bank,160.0,0,-
2023-08-16,Payment-out,453,"ANUSRI TEX ,KOMARAPALAYAM","506, 476",Cash,25600.0,0,-
2023-08-14,Expense,1683,"","",Cash,70.0,0,-
2023-08-14,Expense,1682,"","",Cash,60.0,0,-
2023-08-14,Expense,1681,"","",Cash,1500.0,0,-
2023-08-14,Expense,1680,"","",Cash,250.0,0,-
2023-08-14,Expense,1679,"","",Cash,100.0,0,-
2023-08-12,Expense,1678,"","",Cash,20.0,0,-
2023-08-12,Expense,1677,"","",Cash,210.0,0,-
2023-08-12,Expense,1676,"","",Cash,1700.0,0,-
2023-08-12,Expense,1675,"","",Cash,1000.0,0,-
2023-08-12,Payment-out,452,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","505, 500, 492, 447, 429",Cash,100000.0,0,-
2023-08-12,Add Money,127,"","",Bank,0,49000.0,-
2023-08-12,Reduce Money,118,"","",Cash,49000.0,0,-
2023-08-12,Payment-in,1066,"37 CREATIONS, Chennai",SKT001508,Online,0,3850.0,-
2023-08-11,Expense,1674,"","",Cash,210.0,0,-
2023-08-11,Expense,1673,"","",Cash,30.0,0,-
2023-08-11,Expense,1672,"","",Cash,50.0,0,-
2023-08-11,Expense,1671,"","",Cash,250.0,0,-
2023-08-11,Expense,1670,"","",Cash,50.0,0,-
2023-08-11,Expense,1669,"","",Cash,250.0,0,-
2023-08-10,Expense,1668,"","",Bank,240.0,0,-
2023-08-10,Add Money,126,"","",Cash,0,35000.0,-
2023-08-10,Reduce Money,117,"","",Bank,35000.0,0,-
2023-08-10,Expense,1667,"","",Cash,10000.0,0,-
2023-08-10,Expense,1666,"","",Cash,140.0,0,-
2023-08-10,Expense,1665,"","",Cash,15000.0,0,-
2023-08-10,Expense,1664,"","",Cash,40.0,0,-
2023-08-10,Expense,1663,"","",Cash,3160.0,0,-
2023-08-10,Payment-out,451,KIRAN LONE BOI,"",Cash,8000.0,0,-
2023-08-10,Add Money,125,"","",Cash,0,304.0,-
2023-08-10,Reduce Money,116,"","",Bank,304.0,0,-
2023-08-10,Payment-out,450,"SUMEET TEXILES , KARUR",480,Online,16800.0,0,-
2023-08-10,Payment-out,449,"SUMEET TEXILES , KARUR",480,Online,17640.0,0,-
2023-08-10,Payment-out,448,"RAMDEV TRADING COMPANY , AHMEDABAD",478,Online,3465.0,0,-
2023-08-10,Payment-out,447,"RAMDEV TRADING COMPANY , AHMEDABAD","478, 469",Online,17955.0,0,-
2023-08-10,Payment-out,446,"RAMDEV TRADING COMPANY , AHMEDABAD","469, 465",Cash,33700.0,0,-
2023-08-10,Add Money,124,"","",Bank,0,50000.0,-
2023-08-10,Add Money,123,"","",Cash,0,33700.0,-
2023-08-10,Reduce Money,115,"","",Cash,83700.0,0,-
2023-08-09,Expense,1662,"","",Cash,11000.0,0,-
2023-08-09,Expense,1661,"","",Cash,400.0,0,-
2023-08-09,Expense,1660,"","",Cash,30.0,0,-
2023-08-09,Expense,1659,"","",Bank,15000.0,0,-
2023-08-09,Add Money,122,"","",Bank,0,15000.0,-
2023-08-09,Reduce Money,114,"","",Bank,15000.0,0,-
2023-08-09,Expense,1658,"","",Cash,250.0,0,-
2023-08-09,Payment-out,445,"BANKE BIHARI METAL WORKS ,Aligarh","503, 499, 496, 448, 446",Cash,153540.0,0,-
2023-08-09,Payment-in,1065,"PRAKASH FANCY , ,CUDDALORE","SKT001307, SKT001209",Cash,0,20400.0,-
2023-08-09,Payment-out,444,"ASHOKAA. , Komarapalayam",489,Cash,11664.0,0,-
2023-08-09,Payment-in,1064,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001463, SKT001431",Cash,0,11664.0,-
2023-08-09,Add Money,121,"","",Bank,0,21700.0,-
2023-08-09,Reduce Money,113,"","",Cash,21700.0,0,-
2023-08-08,Expense,1657,"","",Bank,610.0,0,-
2023-08-08,Expense,1656,"","",Cash,500.0,0,-
2023-08-08,Expense,1655,"","",Cash,500.0,0,-
2023-08-08,Expense,1654,"","",Bank,1130.0,0,-
2023-08-08,Expense,1653,"","",Cash,6400.0,0,-
2023-08-08,Payment-in,1063,"ASHAPURA FANCY STORE ,Cuddalore",SKT001550,Online,0,11700.0,-
2023-08-08,Expense,1652,"","",Cash,40.0,0,-
2023-08-08,Expense,1651,"","",Cash,300.0,0,-
2023-08-08,Expense,1650,"","",Cash,220.0,0,-
2023-08-08,Expense,1649,"","",Cash,220.0,0,-
2023-08-08,Payment-in,1062,"JAI BHAVANI , Thiruthuraipoondi",SKT001434,Cash,0,130.0,-
2023-08-08,Payment-in,1060,"SANTHOSH TOYS & GIFTS , VRIDDHACHALAM-,",SKT001492,Cash,0,10000.0,-
2023-08-08,Payment-in,1059,"RATAN FANCY STORE , TRICHY",SKT001474,Cash,0,10000.0,-
2023-08-07,Expense,1648,"","",Cash,20.0,0,-
2023-08-07,Payment-in,1058,"AMBIKA FANCY STORE, Chidambaram","SKT001633, SKT001530",Cash,0,20000.0,-
2023-08-07,Payment-in,1057,HANEEFA TEXTILES,SKT001629,Cash,0,20000.0,-
2023-08-07,Payment-in,1056,"RAJASTHAN TRADING , MAYAVARAM, MAYILADUTHURAI","",Cash,0,5500.0,-
2023-08-07,Payment-in,1055,"NEW BALU VALAYAL MANDI ,  MAYILADUTHURAI","SKT001543, SKT001440",Cash,0,6000.0,-
2023-08-07,Expense,1647,"","",Cash,10000.0,0,-
2023-08-07,Expense,1646,"","",Cash,100.0,0,-
2023-08-07,Payment-in,1054,"SHIVA SHAKTI BANGLES , TINDIVANAM","SKT001054, SKT001053",Cheque,0,20000.0,-
2023-08-07,Payment-in,1053,"KAVITA STORES , Karaikal, Puducherry","SKT001456, SKT001427",Cash,0,25000.0,-
2023-08-07,Payment-in,1052,"SANJAY FANCY STORE , Nagapattinam","SKT001652, SKT001610, SKT001525",Cash,0,20000.0,-
2023-08-06,Payment-in,1051,"JAGDAMBA FANCY STORE , THOLUDUR","SKT001499, SKT001464, SKT001283",Cash,0,20000.0,-
2023-08-06,Payment-in,1050,"MAHAVEER BANGLE STORE , THURAIYUR","SKT001504, SKT001394, SKT001232",Cash,0,14700.0,-
2023-08-06,Payment-in,1049,"SUNDHA FANCY STORE , THURAIYUR","",Cash,0,10000.0,-
2023-08-05,Expense,1645,"","",Cash,140.0,0,-
2023-08-05,Expense,1644,"","",Cash,60.0,0,-
2023-08-05,Payment-in,1048,Laxmi Bangles Thanjavur ,SKT001298,Cheque,0,3404.0,-
2023-08-05,Payment-in,1047,"SANGEETHA FASHIONS , THANJAVUR",SKT001498,Cash,0,20000.0,-
2023-08-05,Payment-in,1046,"BISMI CUT PIECE, THANJAUR",SKT001407,Cash,0,20000.0,-
2023-08-05,Payment-in,1045,"RANUJA FANCY STORE , MANNARGUDI","SKT001496, SKT001446",Cash,0,5000.0,-
2023-08-05,Payment-in,1044,"MAHALAKSHMI FANCY STORE , MANNARGUDI","SKT001524, SKT001448",Cash,0,26000.0,-
2023-08-05,Payment-in,1043,"SRI DHANALAKSHMI FANCY STORE , THIRUTHURAIPOONDI",SKT001450,Cheque,0,15000.0,-
2023-08-04,Payment-in,1042,"ANANTHAM TEXTILES, Pattukottai","SKT001393, SKT001199, SKT001091",Cash,0,13350.0,-
2023-08-04,Payment-in,1041,"BISMI CUT PIECE, PATTUKOTTAI","SKT001406, SKT001328, SKT001297",Cash,0,20000.0,-
2023-08-04,Payment-in,1040,"RR GIFTS ,  CUDDALORE","SKT001244, SKT001182, SKT001173",Cheque,0,20000.0,-
2023-08-04,Payment-in,1039,"DIAMOND FANCY STORE , VANDAVASI","SKT001333, SKT001287, SKT001258, SKT001250",Cash,0,5000.0,-
2023-08-03,Payment-in,1061,BISMI CUT PIECE. Thiruvannamalai,SKT001252,Cash,0,10000.0,-
2023-08-03,Expense,1643,"","",Cash,50.0,0,-
2023-08-03,Expense,1642,"","",Cash,140.0,0,-
2023-08-03,Payment-in,1038,"SHREE MAHAVEER STORE , TIRUKOVILUR","SKT001418, SKT001337, SKT001256",Cash,0,21900.0,-
2023-08-02,Expense,1641,"","",Cash,215.0,0,-
2023-08-02,Expense,1640,"","",Cash,210.0,0,-
2023-08-02,Payment-in,1037,"BALAJI NOVELTY , Tindivanaam","SKT001316, SKT001214",Cash,0,15000.0,-
2023-08-02,Payment-in,1036,"SRI MURUGAN BANGLE STORE , TINDIVANAM","SKT001349, SKT001172",Cash,0,10000.0,-
2023-08-02,Payment-in,1035,"AJ TEXTILES , Villupram","",Cash,0,10000.0,-
2023-08-02,Payment-in,1034,"THAJ CUTPIECE CENTER, Vilupuram","",Cash,0,53800.0,-
2023-08-02,Payment-in,1033,"BALAJI BANGLE STORE, Virudachalam","",Cash,0,7000.0,-
2023-08-02,Payment-in,1032,RAJARAM BANGLES. JAYANKONDAM,"SKT001436, SKT001404, SKT001376",Cash,0,30000.0,-
2023-08-01,Payment-in,1031,"RAJA CUT PIECE , KALLAKURICHI","",Cash,0,8000.0,-
2023-08-01,Payment-in,1030,"SONA BANGLES , Kallakurichi","SKT001437, SKT001396",Cash,0,17000.0,-
2023-08-01,Payment-in,1029,"KRISHNA NOVELTY , Attur","",Cash,0,5000.0,-
2023-07-31,Expense,1639,"","",Cash,1900.0,0,-
2023-07-31,Payment-in,1028,CASH SALES,"SKT001553, SKT001257",Cash,0,730.0,-
2023-07-31,Expense,1638,"","",Cash,100.0,0,-
2023-07-31,Expense,1637,"","",Cash,30.0,0,-
2023-07-31,Expense,1636,"","",Cash,420.0,0,-
2023-07-31,Expense,1635,"","",Cash,40.0,0,-
2023-07-31,Expense,1634,"","",Bank,700.0,0,-
2023-07-31,Expense,1633,"","",Cash,30.0,0,-
2023-07-29,Expense,1632,"","",Bank,20.0,0,-
2023-07-29,Expense,1631,"","",Bank,310.0,0,-
2023-07-29,Payment-out,443,"JAIPUR TEXTILES , JAIPUR,",491,Online,25600.0,0,-
2023-07-29,Payment-in,1027,"LABDHEE ENTERPRISES , Chennai","SKT001528, SKT001517, SKT001516",Cash,0,3890.0,-
2023-07-29,Expense,1630,"","",Cash,100.0,0,-
2023-07-28,Expense,1629,"","",Cash,600.0,0,-
2023-07-28,Payment-out,442,"JAIPUR TEXTILES , JAIPUR,","491, 482",Cash,23400.0,0,-
2023-07-28,Expense,1628,"","",Cash,100.0,0,-
2023-07-28,Expense,1627,"","",Cash,1500.0,0,-
2023-07-28,Expense,1626,"","",Cash,100.0,0,-
2023-07-28,Expense,1625,"","",Cash,100.0,0,-
2023-07-28,Payment-in,1026,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001431, SKT001430",Cash,0,13000.0,-
2023-07-28,Add Money,120,"","",Bank,0,25000.0,-
2023-07-28,Reduce Money,112,"","",Cash,25000.0,0,-
2023-07-26,Payment-in,1025,"BALAJI CAP HOUSE, Chennai",SKT001529,Cash,0,10000.0,-
2023-07-26,Expense,1624,"","",Cash,100.0,0,-
2023-07-26,Expense,1623,"","",Bank,239.0,0,-
2023-07-26,Expense,1622,"","",Cash,60.0,0,-
2023-07-26,Expense,1621,"","",Cash,350.0,0,-
2023-07-26,Payment-in,1024,"Sri Eshwari Cloth Stores , Mysuru",SKT001426,Cash,0,23985.0,-
2023-07-26,Payment-in,1023,"BALAJI HOSIERY, Mysore","SKT001388, SKT001325",Cash,0,30000.0,-
2023-07-25,Expense,1620,"","",Cash,200.0,0,-
2023-07-25,Expense,1619,"","",Cash,290.0,0,-
2023-07-25,Expense,1618,"","",Cash,220.0,0,-
2023-07-25,Expense,1617,"","",Cash,1140.0,0,-
2023-07-21,Expense,1616,"","",Cash,140.0,0,-
2023-07-21,Expense,1615,"","",Cash,30.0,0,-
2023-07-21,Expense,1614,"","",Cash,130.0,0,-
2023-07-21,Expense,1613,"","",Cash,300.0,0,-
2023-07-20,Expense,1612,"","",Cash,60.0,0,-
2023-07-20,Expense,1611,"","",Cash,100.0,0,-
2023-07-19,Expense,1610,"","",Cash,10000.0,0,-
2023-07-19,Payment-in,1022,"LABDHEE ENTERPRISES , Chennai","SKT001516, SKT001484, SKT001482",Cash,0,3220.0,-
2023-07-19,Expense,1609,"","",Cash,200.0,0,-
2023-07-19,Expense,1608,"","",Cash,70.0,0,-
2023-07-19,Expense,1607,"","",Cash,160.0,0,-
2023-07-19,Expense,1606,"","",Cash,60.0,0,-
2023-07-19,Expense,1605,"","",Cash,1200.0,0,-
2023-07-19,Payment-in,1021,"DIAMOND BANGLE STORE , MADURANTHAGAM","SKT001359, SKT001290, SKT001219",Cash,0,15000.0,-
2023-07-18,Expense,1604,"","",Cash,100.0,0,-
2023-07-18,Expense,1603,"","",Cash,1450.0,0,-
2023-07-18,Payment-in,1020,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001430, SKT001414, SKT001411",Cash,0,20800.0,-
2023-07-18,Payment-in,1019,"RATAN FANCY STORE , TRICHY","SKT001474, SKT001401, SKT001323",Cash,0,49200.0,-
2023-07-18,Expense,1602,"","",Cash,11200.0,0,-
2023-07-18,Payment-out,441,UKESH LOAN BOI,"",Cash,3000.0,0,-
2023-07-18,Payment-out,440,UKESH LOAN BOI,"",Online,16800.0,0,-
2023-07-18,Reduce Money,111,"","",Bank,90.0,0,-
2023-07-17,Expense,1601,"","",Bank,1308.0,0,-
2023-07-17,Add Money,119,"","",Bank,0,660.0,-
2023-07-17,Add Money,118,"","",Bank,0,660.0,-
2023-07-17,Expense,1600,"","",Cash,70.0,0,-
2023-07-17,Expense,1599,"","",Bank,15000.0,0,-
2023-07-17,Expense,1598,"","",Cash,40.0,0,-
2023-07-17,Expense,1597,"","",Cash,140.0,0,-
2023-07-17,Payment-out,439,KIRAN LONE BOI,"",Online,8000.0,0,-
2023-07-17,Payment-in,1018,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM","SKT001449, SKT001421",Online,0,10540.0,-
2023-07-17,Payment-in,1017,"37 CREATIONS, Chennai","SKT001508, SKT001495",Online,0,10000.0,-
2023-07-15,Expense,1596,"","",Cash,140.0,0,-
2023-07-15,Expense,1595,"","",Cash,200.0,0,-
2023-07-15,Expense,1594,"","",Cash,250.0,0,-
2023-07-15,Expense,1593,"","",Cash,60.0,0,-
2023-07-15,Payment-out,438,"SRI VARI TRADERS , KOMARAPALAYAM, ERODE",490,Cash,16800.0,0,-
2023-07-15,Payment-in,1016,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001411, SKT001377",Cash,0,16800.0,-
2023-07-15,Payment-in,1015,"RAJA CUT PIECE , KALLAKURICHI",SKT001381,Online,0,1800.0,-
2023-07-14,Expense,1592,"","",Cash,30.0,0,-
2023-07-14,Expense,1591,"","",Cash,140.0,0,-
2023-07-14,Expense,1590,"","",Cash,200.0,0,-
2023-07-14,Expense,1589,"","",Cash,60.0,0,-
2023-07-13,Expense,1588,"","",Cash,230.0,0,-
2023-07-13,Expense,1587,"","",Cash,140.0,0,-
2023-07-13,Expense,1586,"","",Cash,60.0,0,-
